Song_ID,Song_Name,Song_Duration
"1","I Don't mind","148.723809523"
"2","You've got a Friend","202.321473922"
"3","The Rose","219.72648526"
"4","An Innocent Man","318.003083900"
"5","Lookin' for Love ","208.491972789"
"6","Last Child","193.284240362"
"7","She Bop","225.488979591"
"8","Kiss On My List","228.391927437"
"9","Here's Some Love","176.293877551"
"10","Just Can't Wait","204.056961451"
"11","Never My Love","234.667573696"
"12","And She Was","217.129795918"
"13","Chicago ","236.100498866"
"14","Swing Talkin' Guy","145.580498866"
"15","Rock 'n' Roll Fantasy ","195.233378684"
"16","The Joker ","214.854240362"
"17","Indiana Wants Me","187.809886621"
"18","Crazy On You","290.293174603"
"19","Yvonne Elliman","175.754716553"
"20","Jimi Hendrix","262.385487528"
"21","Foggy Mountain Breakdown","158.824489795"
"22","It's Only Rock and Roll (But I Like It) ","304.871428571"
"23","The Power","217.826394557"
"24","Absolutely Right","137.880090702"
"25","Two Hearts","201.827845804"
"26","Some Like It Hot","304.167097505"
"27","I'll Take You There","191.279319727"
"28","People","219.159183673"
"29","Love Me Do","138.042630385"
"30","Carrie","220.93786848"
"31","Over The Hills and Far Away","300.568707482"
"32","Last Kiss","144.567437641"
"33","Smoking Gun","237.261496598"
"34","I Love You So","174.08"
"35","Is That All There Is","259.808072562"
"36","I Put A Spell On You","252.988662131"
"37","Hurts To Be In Love","219.498231292"
"38","Cry Softly Lonely One","169.885714285"
"39","Do You Love Me","171.316825396"
"40","Bongo Stomp","133.328979591"
"41","Black Cars","187.942312925"
"42","Hot Fun In The Summertime","155.295056689"
"43","Paradise by the Dashboard Light","561.702312925"
"44","Get Together","274.947482993"
"45","Crazy On You","290.293174603"
"46","Nowhere To Run ","175.124897959"
"47","Drivin' Wheel","267.563537414"
"48","Reminiscing","207.402970521"
"49","Dial My Heart","259.552653061"
"50","Cold Sweat - Part 1","170.318367346"
"51","You Can Call Me Al","277.640997732"
"52","Red Red Wine","315.559183673"
"53","I Just Can't Stop Loving You","250.207596371"
"54","Space Oddity","311.608163265"
"55","Buy For Me The Rain","141.154104308"
"56","Fire And Ice","199.248299319"
"57","True","337.455600907"
"58","Shock the Monkey","235.845079365"
"59","Wild Horses","340.938594104"
"60","Drivin' Wheel","267.563537414"
"61","Motown Philly ","230.806349206"
"62","A Trick Of The Night","245.783219954"
"63","Maggie May","345.561065759"
"64","A Lesson in Leavin","177.191473922"
"65","For The Good Times","226.487437641"
"66","We Two","270.582131519"
"67","The Spirit of Radio","295.868662131"
"68","If","152.949841269"
"69","Sweet Home Alabama","282.990997732"
"70","Ma belle amie","195.349478458"
"71","Eight Miles High ","213.703764172"
"72","Letter Full of Tears","161.053605442"
"73","Sunshine of Your Love","250.118888888"
"74","Sweet Little Rock N' Roll","140.114285714"
"75","Let It Rain","300.303673469"
"76","Stand By Me","228.437913832"
"77","Be My Baby","158.617687074"
"78","Have You Ever Loved Somebody","274.645623582"
"79","Silent Night","160.055147392"
"80","Promises","177.307573696"
"81","Willie Nelson","138.202267573"
"82","Stop the Wedding","170.527346938"
"83","Brandy","186.665215419"
"84","Tumbling Dice","223.654603174"
"85","I wouldn't Have Missed it For The World","212.091065759"
"86","Detroit City","165.684263038"
"87","I Had Too Much To Dream","176.750294784"
"88","The Way You Do The Things You Do","179.62956916"
"89","La Grange","229.436371882"
"90","Shock the Monkey","235.845079365"
"91","Runaround Sue","158.778049886"
"92","Wheels ","117.655510204"
"93","Spirits In The Material World","176.916961451"
"94","Just When I Needed You Most","238.445714285"
"95","What's Love Got To Do With It","226.873469387"
"96","Walk Right Back","136.940816326"
"97","Lonely Eyes","186.798752834"
"98","Forever Man","188.615691609"
"99","Sleep Walk","141.405873015"
"100","Something About You","223.910022675"
"101","Little Sister","149.629659863"
"102","If you need me","150.140226757"
"103","Sweet Nothin's","142.802721088"
"104","No Charge","191.579863945"
"105","The Animals ","197.439274376"
"106","Don Gibson","151.074829931"
"107","Golden Earring","278.43047619"
"108","If you need me","150.140226757"
"109","Chicago","288.221678004"
"110","I've Got Love On My Mind","258.786394557"
"111","You Can't Judge A Book By The Cover","187.477913832"
"112","Gordon Lightfoot","199.645170068"
"113","Naked Eyes","218.90031746"
"114","Annie's Song","177.878888888"
"115","Chiquitita","322.942562358"
"116","Always on My Mind","230.759909297"
"117","Just A Dream","148.184693877"
"118","Help Is On The Way","240.336870748"
"119","I Want You To Want Me","218.895283446"
"120","Never Can Say Goodbye","175.984036281"
"121","People Got To Be Free","177.609433106"
"122","Unforgettable","160.288140589"
"123","Shadow Dancing","271.928888888"
"124","Willie And The Hand Jive","689.988208616"
"125","Schoool's out","259.608163265"
"126","Love Me Warm And Tender","137.137052154"
"127","Along Comes A Woman","226.66526077"
"128","Could I Have This Dance","284.141360544"
"129","Love Train","177.818412698"
"130","Wonderful World, Beautiful People","188.638911564"
"131","I Want To Take You Higher","170.898866213"
"132","Pressure","277.919637188"
"133","Maybe I'm Amazed","228.484353741"
"134","Back in the High Life Again","262.176031746"
"135","Another Rainy Day in New York City","178.894353741"
"136","Already Gone","252.911746031"
"137","She's A Lady","145.449795918"
"138","It's Gonna Work Out Fine","179.884988662"
"139","Comin' Home Baby","160.874285714"
"140","The Right Time","201.993832199"
"141","Magic Man","327.053061224"
"142","Do your thing","198.790884353"
"143","Jessie's Girl","192.501995464"
"144","Fernando","251.526530612"
"145","Ramblin' Rose","166.073696145"
"146","Feel Like Making Love","173.03510204"
"147","For Ol' Times Sake","215.34185941"
"148","Wanna Be Startin' Somethin'","362.148253968"
"149","Galveston","158.336870748"
"150","Promises In The Dark","286.046621315"
"151","Still Cruisin","212.555464852"
"152","Honky Tonk Women","179.118730158"
"153","Knowing Me, Knowing You","239.676371882"
"154","Life Is A Carnival","232.756825396"
"155","Back Home Again","282.168888888"
"156","Tonight, Tonight, Tonight","525.746213151"
"157","You Decorated My Life","215.922358276"
"158","Sail On Sailor","195.326258503"
"159","Just The Way You Are","289.208888888"
"160","White Christmas","179.676009070"
"161","Because I Love You","258.530975056"
"162","Have You Seen Your Mother, Baby, Standing In The Shadow? ","153.065963718"
"163","It Amazes Me","156.117414965"
"164","Rhinestone Cowboy","191.378866213"
"165","Last Kiss","144.567437641"
"166","I'd Love To Change The World","222.772244897"
"167","Old Time Rock & Roll","190.844807256"
"168","Handy Man","117.260770975"
"169","Theme From Electric Surfboard","210.493378684"
"170","Love Came To Me","164.712290249"
"171","Sanctify Yourself","295.428571428"
"172","Smokin' In The Boys Room","176.193015873"
"173","Shape Of Things To Come","112.431020408"
"174","Don t Treat Me Bad","321.875011337"
"175","Born To Be Alive","210.999727891"
"176","She's A Lady","145.449795918"
"177","In-A-Gadda-Da-Vida","172.001496598"
"178","Last Kiss","152.183582766"
"179","Dandelion","225.651519274"
"180","(Last Night) I Didn't Get To Sleep At All","188.081632653"
"181","Worried Guy","147.95755102"
"182","Time For Me To Fly","194.187006802"
"183","Money","402.040408163"
"184","In My Room","131.538979591"
"185","Addicted to Love","261.456689342"
"186","Promises In The Dark","286.046621315"
"187","Patches","189.279818594"
"188","Waiting On A Friend","272.439727891"
"189","Born To Be Alive","210.999727891"
"190","It Takes Two","176.169795918"
"191","There's the Girl","233.997959183"
"192","Gotta Serve Somebody","321.503492063"
"193","These Boots Are Made For Walkin'","148.654149659"
"194","As Usual","153.065941043"
"195","Guitar Man","174.242539682"
"196","Long Dark Road","253.422585034"
"197","The Way You Do The Things You Do","215.574716553"
"198","Chicago","288.221678004"
"199","Every Little Thing She Does Is Magic","257.625396825"
"200","Mr. Bojangles","229.87755102"
"201","Just The Way You Are","289.208888888"
"202","Lyin' Eyes","379.884263038"
"203","That's the Way I Feel About Cha","213.298503401"
"204","Here I Go Again","272.555827664"
"205","Do You Want To Know A Secret","114.869115646"
"206","Break It To Me Gently ","239.7692517"
"207","The Humpty Dance ","384.766213151"
"208","In The Navy","224.002902494"
"209","Cruisin'","265.125442176"
"210","You Can't Roller Skate In A Buffalo Herd","107.319160997"
"211","All Through The Night","265.380861678"
"212","The Other Guy","167.183673469"
"213","Daydream Believer","143.476099773"
"214","I Got You (I Feel Good)","165.511836734"
"215","Come And Get Your Love","210.851655328"
"216","Dream Police","228.554013605"
"217","Wheels ","117.655510204"
"218","I Want You","236.055419501"
"219","Floy Joy","150.883265306"
"220","Bird Dog","132.562721088"
"221","Dream Police","228.554013605"
"222","When Will I Be Loved","124.633106575"
"223","Let Me Get To Know You","197.485714285"
"224","My Boy","197.880453514"
"225","Smoking Gun","237.261496598"
"226","Where Do You Wanna Go","141.177324263"
"227","Jungle Boogie","183.809160997"
"228","Waiting On A Friend","272.439727891"
"229","Somebody s Watching Me","235.450340136"
"230","Do You Love Me","171.316825396"
"231","Your Love Has Lifted Me Higher","239.095873015"
"232","Through The Years","280.473832199"
"233","Deeper Shade Of Soul","272.19430839"
"234","Easy","257.880816326"
"235","If I Were Your Woman","190.148208616"
"236","Doo Doo Doo Doo Doo","206.642766439"
"237","Living It Down ","153.382993197"
"238","Sunflower","168.59170068"
"239","The Best","327.006621315"
"240","Don t Treat Me Bad","321.875011337"
"241","Roll On Down The Highway","236.065668934"
"242","Good Vibrations","268.840634920"
"243","I Can't Drive 55","248.05877551"
"244","Philadelphia Freedom","318.563174603"
"245","I Rise, I Fall","135.256235827"
"246","Dum Dum","144.780045351"
"247","Superman","142.96526077"
"248","Just Like Heaven","209.583310657"
"249","I Want To Take You Higher","170.898866213"
"250","This Song","250.609342403"
"251","Last Kiss","152.183582766"
"252","Evil Ways","235.481292517"
"253","Feelin' Stronger Every Day","251.773968253"
"254","Undercover Angel","209.095691609"
"255","Kind Of A Drag","125.364535147"
"256","Kisses On The Wind","235.078820861"
"257","Losing You","150.488526077"
"258","Scarlet Fever","237.468956916"
"259","I Can't Stand The Rain","150.024126984"
"260","The Humpty Dance ","384.766213151"
"261","Best Thing That Ever Happened To Me","222.354285714"
"262","Hocus Pocus","205.310839002"
"263","Where The Streets Have No Names","268.62371882"
"264","Sunshine Superman ","275.495124716"
"265","If you love somebody set them free","253.487278911"
"266","Hold On","218.10510204"
"267","I Really Don't Want To Know","163.189841269"
"268","Time Is On My Side","177.988208616"
"269","Tenderness","213.99510204"
"270","Young Hearts Run Free","218.964399092"
"271","It's Your Thing","214.613741496"
"272","Misunderstanding","190.504807256"
"273","Here Come Those Tears Again","212.928276643"
"274","Fever","198.553287981"
"275","Kozmic Blues","259.947392290"
"276","One Night","149.025668934"
"277","Woman To Woman","232.547845804"
"278","The Goonies `R Good Enough ","216.270657596"
"279","Last Kiss","144.567437641"
"280","I Never Loved A Man","159.49786848"
"281","He's A Rebel","154.183492063"
"282","Amie","258.275555555"
"283","Wild Horses","276.526439909"
"284","Jimmy's Girl","162.121723356"
"285","Sunday Morning Sunshine","224.908480725"
"286","Someone ","229.273832199"
"287","Golden Years","208.166893424"
"288","(You're So Square) Baby, I Don't Care","157.455487528"
"289","Chain Of Fools","163.514920634"
"290","Blow Away","237.707845804"
"291","Pinball Wizard","179.049070294"
"292","See See Rider","147.712290249"
"293","I m Goin Down","205.380498866"
"294","Bluebirds Over The Mountain","168.878730158"
"295","Put Your Hand In The Hand","172.826122448"
"296","I Want a New Drug","282.018344671"
"297","One Bad Apple","162.632562358"
"298","If I Could Reach You","184.645079365"
"299","Where Or When","156.757913832"
"300","Ruby Baby","153.558049886"
"301","World In My Eyes","235.891519274"
"302","Better Things","184.180680272"
"303","I Really Don't Want To Know","163.189841269"
"304","Old Days","207.957913832"
"305","Back Home Again","282.168888888"
"306","Jump (for My Love)","238.858299319"
"307","Jessie's Girl","192.501995464"
"308","Got It Made","271.418049886"
"309","Don't Say You Love Me","269.262607709"
"310","Feel Like Making Love","173.03510204"
"311","Walk On The Wild Side (Part 1)","352.850430839"
"312","With a Little Luck","343.16770975"
"313","Not Fade Away","180.747165532"
"314","Addicted to Love","261.456689342"
"315","On Broadway","178.445351473"
"316","Seasons Of The Heart","225.163900226"
"317","Flesh For Fantasy","275.527981859"
"318","Give To Live","317.775691609"
"319","Little Bit O' Soul","138.994648526"
"320","Ain't Too Proud To Beg","151.779614512"
"321","In Your Soul","231.270748299"
"322","As Usual","153.065941043"
"323","Sweet Music Man","255.187301587"
"324","Come Together","254.513922902"
"325","Silver Threads And Golden Needles","178.549841269"
"326","Daydream Believer","143.476099773"
"327","I Adore Mi Amor","287.712811791"
"328","Carrie-Anne","172.455941043"
"329","One Last Kiss","258.577414965"
"330","Wendy","134.907936507"
"331","Give It To Me Baby","228.902312925"
"332","Baby, Baby Don't Cry","235.427120181"
"333","I'm In Love","300.187573696"
"334","Right Place Wrong Time","331.99877551"
"335","Heart in Hand","146.346870748"
"336","Rich Girl","143.522539682"
"337","My Thang","213.697301587"
"338","Don't stand so close to me","237.377596371"
"339","I Don't Need You","205.821678004"
"340","City In The Sky","221.889886621"
"341","The Battle Of New Orleans","151.821201814"
"342","Last Dance","197.067755102"
"343","I've Been Loving You Too Long (To Stop Now)","192.024217687"
"344","Good Vibrations","268.840634920"
"345","The Joker ","214.854240362"
"346","After the Lovin'","232.63185941"
"347","Still","220.925396825"
"348","For Ol' Times Sake","215.34185941"
"349","How Blue Can You Get","159.590748299"
"350","Oh My Angel","137.71755102"
"351","Going To A Go-Go","200.573968253"
"352","Fool That I Am","175.473197278"
"353","Those Lazy-Hazy-Crazy Days Of Summer","141.962857142"
"354","Years Ago","222.772244897"
"355","Suite","446.253764172"
"356","The Humpty Dance ","384.766213151"
"357","Young Hearts Run Free","218.964399092"
"358","Private Dancer","429.313741496"
"359","Trampled Under Foot","333.484988662"
"360","Love Comes Quickly","253.747664399"
"361","Crystal Blue Persuasion","240.581950113"
"362","This House","305.690702947"
"363","Running Up That Hill","294.045714285"
"364","Baby You're Right","177.454489795"
"365","Indiana Wants Me","187.809886621"
"366","Stop This Game","233.871383219"
"367","With You I'm Born Again","216.409977324"
"368","Wake Me Up Before You Go-Go","229.993650793"
"369","If I Can Dream","190.728707482"
"370","Redneck Friend","238.919229024"
"371","Disco Inferno","213.845646258"
"372","Almost by Being In Love","183.810680272"
"373","Double Shot (Of My Baby's Love)","135.952834467"
"374","Shake Your Groove Thing","331.341043083"
"375","Born To Be Alive","210.999727891"
"376","Maniac","250.193310657"
"377","Walk Right In","134.884716553"
"378","Surrender","253.590408163"
"379","Baby I'm Burnin'","154.366258503"
"380","Cecilia","174.167074829"
"381","Boulevard","199.482630385"
"382","Fool That I Am","175.473197278"
"383","Judy","129.729886621"
"384","The Look","236.848979591"
"385","Dance Away","223.213424036"
"386","Six Days On The Road","140.664353741"
"387","Quarter To Three","147.121632653"
"388","Tarzan Boy (From "Teenage Mutant Ninja Turtles III")","230.008888888"
"389","Oh Me, Oh My (Dreams In My Arms)","162.959909297"
"390","Along Comes A Woman","226.66526077"
"391","Let's work Together","166.370975056"
"392","Giving You the Best That I Got ","254.606802721"
"393","Heart Full of Soul","146.842993197"
"394","I Found A Love","176.169795918"
"395","I Don't Blame You At All","188.871111111"
"396","Amor","181.67292517"
"397","Too Weak To Fight","135.042244897"
"398","Unchained Melody","214.900680272"
"399","We Are The Champions","178.654331065"
"400","Southern Cross","279.119115646"
"401","Talk to me","229.053038548"
"402","The Long Run","219.335691609"
"403","All she wants is","264.057142857"
"404","Situation","343.121269841"
"405","Letter Full of Tears","161.053605442"
"406","Time Is On My Side","177.988208616"
"407","Wish Someone Would Care","130.263945578"
"408","Hey Stoopid","272.573696145"
"409","Tarzan Boy (From "Teenage Mutant Ninja Turtles III")","230.008888888"
"410","I Can Help","174.451519274"
"411","Sleep Walk","141.405873015"
"412","The Thrill Is Gone","239.966621315"
"413","I Love","124.969795918"
"414","Everlasting Love","152.64217687"
"415","Harden My Heart","214.157573696"
"416","Rocket Ride ","245.527800453"
"417","I want to take you higher","321.767074829"
"418","Hot Child in the City","185.782857142"
"419","Simon & Garfunkel","240.698049886"
"420","His Latest Flame","126.13079365"
"421","Everybody Loves Somebody","160.937505668"
"422","If I Could Build My Whole World Around You","140.482993197"
"423","Twisting the Night Away","194.652879818"
"424","Ghostbusters Theme","243.554104308"
"425","It's Only Make Believe","144.404897959"
"426","Higher Ground","227.73877551"
"427","Nick of Time","229.227097505"
"428","Hold On","218.10510204"
"429","Beat It","256.812698412"
"430","If You really love me","175.914376417"
"431","Maneater","270.960566893"
"432","Brass Monkey","157.593832199"
"433","Little Old Lady From Pasadena","165.581882086"
"434","After the Lovin'","232.63185941"
"435","Human Nature","244.738321995"
"436","Out Of My Mind","154.644897959"
"437","Think","164.931337868"
"438","The People In Me","170.341587301"
"439","(Sittin' On) The Dock Of The Bay","159.358548752"
"440","Caught Up In The Rapture","314.278888888"
"441","What Have I Done To Deserve This?","256.781020408"
"442","Stoned Love","177.493333333"
"443","Hello Dolly","143.699727891"
"444","It's Raining Men","202.53893424"
"445","Tainted Love","158.267210884"
"446","Sunrise","319.622675736"
"447","Years From Now","191.541405895"
"448","In Your Soul","231.270748299"
"449","Ask Me","126.084353741"
